Country Name,Country Code,Time,Time Code,Gross value added at basic prices (GVA) (current LCU) [NY.GDP.FCST.CN],"Official exchange rate (LCU per US$, period average) [PA.NUS.FCRF]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net outflows (% of GDP) [BM.KLT.DINV.WD.GD.ZS]",Imports of goods and services (constant LCU) [NE.IMP.GNFS.KN],Exports of goods and services (constant LCU) [NE.EXP.GNFS.KN],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]"
Brazil,BRA,1975,YR1975,0,3.52E-12,1.007712209,0.086684921,1.60E+11,97711964846,
Brazil,BRA,1976,YR1976,1,4.62E-12,1.015218821,0.119475913,1.58E+11,97425575459,
Brazil,BRA,1977,YR1977,1,6.12E-12,1.039445031,0.082792676,1.46E+11,97053444943,
Brazil,BRA,1978,YR1978,1,7.82E-12,1.001604534,0.06191374,1.52E+11,1.10E+11,
Brazil,BRA,1979,YR1979,2,1.17E-11,1.092897634,0.088552268,1.65E+11,1.20E+11,
Brazil,BRA,1980,YR1980,4,2.28E-11,0.804992589,0.154595646,1.66E+11,1.47E+11,
Brazil,BRA,1981,YR1981,8,4.03E-11,0.97668674,0.080227839,1.41E+11,1.50E+11,101.725073
Brazil,BRA,1982,YR1982,17,7.77E-11,1.072557546,0.138584755,1.22E+11,1.24E+11,100.5433592
Brazil,BRA,1983,YR1983,38,2.50E-10,0.848375851,0.098599307,1.33E+11,1.86E+11,135.0276822
Brazil,BRA,1984,YR1984,128,8.00E-10,0.846341839,0.022300099,1.27E+11,2.40E+11,192.1217331
Brazil,BRA,1985,YR1985,458,2.68E-09,0.683327514,0.038410499,1.17E+11,2.23E+11,225.9896652
Brazil,BRA,1986,YR1986,1185,5.91E-09,0.134512965,0.055754649,1.12E+11,1.71E+11,147.1428262
Brazil,BRA,1987,YR1987,3776,1.70E-08,0.412991261,0.048753459,1.12E+11,1.89E+11,228.3361626
Brazil,BRA,1988,YR1988,28449,1.14E-07,0.910738735,0.056839971,1.07E+11,2.25E+11,629.1145091
Brazil,BRA,1989,YR1989,421734,1.23E-06,0.273855966,0.126637197,98428240267,1.78E+11,1430.723725
Brazil,BRA,1990,YR1990,9932191,2.96E-05,0.212693159,0.143014106,1.20E+11,1.56E+11,2947.732772
Brazil,BRA,1991,YR1991,52958000,0.000175961,0.322011744,0.296028929,1.38E+11,1.67E+11,432.7866619
Brazil,BRA,1992,YR1992,565316600,0.001953024,0.627986229,0.041743869,1.46E+11,2.08E+11,951.9620531
Brazil,BRA,1993,YR1993,12636181500,0.038276611,0.350808565,0.133318116,1.65E+11,2.11E+11,1927.38079
Brazil,BRA,1994,YR1994,3.09E+11,0.664683514,0.584731354,0.1973849,1.75E+11,2.01E+11,2075.888398
Brazil,BRA,1995,YR1995,6.11E+11,0.917666667,0.63158602,0.17989608,1.89E+11,1.66E+11,66.00703355
Brazil,BRA,1996,YR1996,7.47E+11,1.0051,1.475965411,0.104065439,2.00E+11,1.65E+11,15.7576656
Brazil,BRA,1997,YR1997,8.37E+11,1.077991667,2.150453059,0.126308446,2.29E+11,1.84E+11,6.926712516
Brazil,BRA,1998,YR1998,8.82E+11,1.160516667,3.340888093,0.330436199,2.29E+11,1.93E+11,3.195076293
Brazil,BRA,1999,YR1999,9.42E+11,1.813932847,4.733770227,0.249758679,1.94E+11,2.04E+11,4.858447499
Brazil,BRA,2000,YR2000,1.03E+12,1.829423122,5.033916805,0.380970743,2.15E+11,2.30E+11,7.044141059
Brazil,BRA,2001,YR2001,1.12E+12,2.349631709,4.147593774,-0.265917235,2.22E+11,2.51E+11,6.840359025
Brazil,BRA,2002,YR2002,1.27E+12,2.920363018,3.253580613,0.486176339,1.93E+11,2.67E+11,8.450164377
Brazil,BRA,2003,YR2003,1.47E+12,3.077475118,1.813400524,0.040984445,1.92E+11,2.97E+11,14.71491972
Brazil,BRA,2004,YR2004,1.66E+12,2.92511945,2.713531663,1.467598865,2.12E+11,3.40E+11,6.5971851
Brazil,BRA,2005,YR2005,1.84E+12,2.434390036,1.733893546,0.326410993,2.27E+11,3.73E+11,6.869537209
Brazil,BRA,2006,YR2006,2.05E+12,2.175326667,1.753125703,2.600007093,2.68E+11,3.91E+11,4.183568129
Brazil,BRA,2007,YR2007,2.32E+12,1.947058333,3.190826013,1.221177746,3.20E+11,4.15E+11,3.641272991
Brazil,BRA,2008,YR2008,2.63E+12,1.833766667,2.990609469,1.539949533,3.75E+11,4.16E+11,5.678593903
Brazil,BRA,2009,YR2009,2.85E+12,1.999428173,1.888482241,-0.273058418,3.46E+11,3.78E+11,4.888034799
Brazil,BRA,2010,YR2010,3.30E+12,1.759226711,3.730012883,1.211633161,4.63E+11,4.22E+11,5.038726901
Brazil,BRA,2011,YR2011,3.72E+12,1.672828755,3.915180114,0.614149754,5.06E+11,4.43E+11,6.636449622
Brazil,BRA,2012,YR2012,4.09E+12,1.953068611,3.754962856,0.084505969,5.12E+11,4.46E+11,5.40349914
Brazil,BRA,2013,YR2013,4.55E+12,2.156089151,3.041509016,0.63261809,5.46E+11,4.54E+11,6.204310666
Brazil,BRA,2014,YR2014,4.97E+12,2.352951963,3.57135267,0.839026343,5.34E+11,4.47E+11,6.329040155
Brazil,BRA,2015,YR2015,5.16E+12,3.326904383,3.592149318,0.173896122,4.58E+11,4.77E+11,9.029901024
Brazil,BRA,2016,YR2016,5.42E+12,3.491313422,4.137378039,0.818262251,4.11E+11,4.81E+11,8.739143523
Brazil,BRA,2017,YR2017,5.67E+12,3.191389446,3.338259817,1.034182606,4.38E+11,5.05E+11,3.44637335
Brazil,BRA,2018,YR2018,6.01E+12,3.653825361,4.078588214,0.105614994,4.72E+11,5.25E+11,3.664850284
Brazil,BRA,2019,YR2019,6.36E+12,3.944471097,3.692673213,1.218157699,4.78E+11,5.12E+11,3.732976212
Brazil,BRA,2020,YR2020,6.59E+12,5.155178788,2.592637953,-0.234891709,4.33E+11,5.00E+11,3.211768038
Brazil,BRA,2021,YR2021,7.71E+12,5.39440079,2.779790849,0.972038153,4.93E+11,5.22E+11,8.301659756
Brazil,BRA,2022,YR2022,8.74E+12,5.163970291,3.822196153,1.70880594,4.97E+11,5.52E+11,9.28010609
Brazil,BRA,2023,YR2023,9.49E+12,4.994379763,2.954793452,1.156953403,4.91E+11,5.58E+11,4.593562823
Turkiye,TUR,1974,YR1974,481300,1.39E-05,0.180718031,0,,,23.89816158
Turkiye,TUR,1975,YR1975,624700,1.44E-05,0.247595408,0,,,21.22735524
Turkiye,TUR,1976,YR1976,796700,1.61E-05,0.019436346,0,,,17.45568939
Turkiye,TUR,1977,YR1977,1025000,1.80E-05,0.046009656,0,,,25.98533787
Turkiye,TUR,1978,YR1978,1540400,2.43E-05,0.051583539,0,,,61.89704444
Turkiye,TUR,1979,YR1979,2713200,3.11E-05,0.083690292,0,,,63.54310825
Turkiye,TUR,1980,YR1980,5160000,7.60E-05,0.026153787,0,,,94.26085988
Turkiye,TUR,1981,YR1981,7786800,0.000111219,0.133464118,0,,,37.61478258
Turkiye,TUR,1982,YR1982,10338900,0.000162553,0.085444425,0,,,29.1375145
Turkiye,TUR,1983,YR1983,13616400,0.000225457,0.074429375,0,,,31.39027102
Turkiye,TUR,1984,YR1984,21501200,0.000366678,0.188529397,1.67E-05,,,48.39232313
Turkiye,TUR,1985,YR1985,34111100,0.000521983,0.147249647,1.49E-05,,,44.96173015
Turkiye,TUR,1986,YR1986,49575700,0.000674512,0.165184331,1.32E-05,,,34.61007597
Turkiye,TUR,1987,YR1987,72070300,0.000857214,0.131895736,0.010322275,44556477100,42721755300,38.85584348
Turkiye,TUR,1988,YR1988,124978900,0.001422346,0.389545326,1.10E-05,42545362700,50589592700,68.80964338
Turkiye,TUR,1989,YR1989,220469900,0.002121679,0.618890491,9.33E-06,45477915600,50458589900,63.27255249
Turkiye,TUR,1990,YR1990,379663300,0.002608642,0.474592696,0.00995649,60535249900,52048964200,60.30386913
Turkiye,TUR,1991,YR1991,607910900,0.004171816,0.536300486,0.017876683,57336070300,53673464500,65.97856799
Turkiye,TUR,1992,YR1992,1052655000,0.006872423,0.530468058,0.040853583,63594400400,59578103400,70.07610387
Turkiye,TUR,1993,YR1993,1900637900,0.010984628,0.37579866,0.031039417,86351995300,64156941900,66.09384298
Turkiye,TUR,1994,YR1994,3732537000,0.029608676,0.465363886,0.037504655,67461824100,73895870800,105.2149865
Turkiye,TUR,1995,YR1995,7478326000,0.045845061,0.522680251,0.066737704,87419843100,79796106600,89.11331722
Turkiye,TUR,1996,YR1996,14313521800,0.081404892,0.397874164,0.060617947,1.05E+11,97318840700,80.41215114
Turkiye,TUR,1997,YR1997,27863872000,0.151865,0.423955542,0.132189865,1.29E+11,1.16E+11,85.66936165
Turkiye,TUR,1998,YR1998,66262261100,0.26072425,0.340651308,0.132998968,1.33E+11,1.31E+11,84.64134348
Turkiye,TUR,1999,YR1999,97991018100,0.418782917,0.30538706,0.251564053,1.29E+11,1.18E+11,64.86748764
Turkiye,TUR,2000,YR2000,1.54E+11,0.6252185,0.358009205,0.317177198,1.57E+11,1.40E+11,54.91537058
Turkiye,TUR,2001,YR2001,2.21E+11,1.225588083,1.661436481,0.246340672,1.19E+11,1.47E+11,54.40018876
Turkiye,TUR,2002,YR2002,3.20E+11,1.507226417,0.450365944,0.059521562,1.44E+11,1.59E+11,44.96412095
Turkiye,TUR,2003,YR2003,4.14E+11,1.500885209,0.541012065,0.152576845,1.78E+11,1.71E+11,21.60243845
Turkiye,TUR,2004,YR2004,5.10E+11,1.42553725,0.681153209,0.190771814,2.15E+11,1.92E+11,8.598261681
Turkiye,TUR,2005,YR2005,5.95E+11,1.343583108,1.98117883,0.210145975,2.42E+11,2.08E+11,8.179160368
Turkiye,TUR,2006,YR2006,6.97E+11,1.428453413,3.623382498,0.165866011,2.59E+11,2.20E+11,9.597242123
Turkiye,TUR,2007,YR2007,7.88E+11,1.302930905,3.235919042,0.309105343,2.84E+11,2.35E+11,8.75618091
Turkiye,TUR,2008,YR2008,8.94E+11,1.301521703,2.576549074,0.330845982,2.76E+11,2.44E+11,10.44412838
Turkiye,TUR,2009,YR2009,8.98E+11,1.549959776,1.32221487,0.239184589,2.36E+11,2.35E+11,6.250976631
Turkiye,TUR,2010,YR2010,1.03E+12,1.50284863,1.171091807,0.190741626,2.81E+11,2.39E+11,8.566444206
Turkiye,TUR,2011,YR2011,1.24E+12,1.674954552,1.929218383,0.28255145,3.23E+11,2.70E+11,6.471879671
Turkiye,TUR,2012,YR2012,1.40E+12,1.796000944,1.560832223,0.466296355,3.25E+11,3.09E+11,8.891569965
Turkiye,TUR,2013,YR2013,1.60E+12,1.903768242,1.416058933,0.379620311,3.61E+11,3.25E+11,7.493090305
Turkiye,TUR,2014,YR2014,1.82E+12,2.188542418,1.420439706,0.75085101,3.62E+11,3.48E+11,8.854572714
Turkiye,TUR,2015,YR2015,2.07E+12,2.720008528,2.228704409,0.589600668,3.64E+11,3.59E+11,7.670853648
Turkiye,TUR,2016,YR2016,2.32E+12,3.020134748,1.590809741,0.360821176,3.75E+11,3.53E+11,7.775134153
Turkiye,TUR,2017,YR2017,2.78E+12,3.648132635,1.302694983,0.314672434,4.15E+11,3.96E+11,11.14431108
Turkiye,TUR,2018,YR2018,3.37E+12,4.828370147,1.59826005,0.462789356,3.90E+11,4.32E+11,16.3324639
Turkiye,TUR,2019,YR2019,3.89E+12,5.673819308,1.249267555,0.395660525,3.70E+11,4.55E+11,15.17682157
Turkiye,TUR,2020,YR2020,4.49E+12,7.008605416,1.065471317,0.450482661,3.95E+11,3.89E+11,12.27895745
Turkiye,TUR,2021,YR2021,6.49E+12,8.850407549,1.572819486,0.786836642,4.02E+11,4.86E+11,19.59649269
Turkiye,TUR,2022,YR2022,1.34E+13,16.54886042,1.506528748,0.544030395,4.36E+11,5.34E+11,72.30883599
Turkiye,TUR,2023,YR2023,2.35E+13,23.73856612,0.979295414,0.533242494,4.88E+11,5.19E+11,53.85940876
Mexico,MEX,1974,YR1974,858152400,0.012499969,0.706605555,,8.04E+11,3.55E+11,23.78401544
Mexico,MEX,1975,YR1975,1037124400,0.0125,0.520921591,,7.72E+11,3.63E+11,14.94453464
Mexico,MEX,1976,YR1976,1298580600,0.01542585,0.823002416,,7.26E+11,3.90E+11,15.82472249
Mexico,MEX,1977,YR1977,1742138100,0.022572867,0.399333339,,5.93E+11,4.61E+11,29.06412471
Mexico,MEX,1978,YR1978,2199161700,0.022767283,0.641180874,,7.24E+11,5.66E+11,17.45729257
Mexico,MEX,1979,YR1979,2860587700,0.022805383,0.990099739,0.001932627,9.37E+11,6.71E+11,18.1912463
Mexico,MEX,1980,YR1980,4391907000,0.022951008,1.016650421,0.001604265,1.29E+12,8.21E+11,26.35165136
Mexico,MEX,1981,YR1981,6032265500,0.0245146,1.166802633,0.011711241,1.51E+12,9.14E+11,27.9337626
Mexico,MEX,1982,YR1982,9595751500,0.0564017,1.029779581,0.051768498,9.40E+11,1.12E+12,58.91341985
Mexico,MEX,1983,YR1983,17493311750,0.120093583,1.403625602,-0.023791838,6.23E+11,1.28E+12,101.8749384
Mexico,MEX,1984,YR1984,28659770250,0.167827583,0.836993806,0.033398333,7.33E+11,1.35E+12,65.44880713
Mexico,MEX,1985,YR1985,45940612500,0.256871583,1.016179642,0.113694943,8.14E+11,1.29E+12,57.7484484
Mexico,MEX,1986,YR1986,76306560750,0.611772583,1.783643525,0.238951156,7.52E+11,1.35E+12,86.23331699
Mexico,MEX,1987,YR1987,1.86E+11,1.3781825,1.785247614,-0.022193581,7.91E+11,1.48E+12,131.8273839
Mexico,MEX,1988,YR1988,3.79E+11,2.273105,1.585255086,0.021073712,1.08E+12,1.56E+12,114.1622585
Mexico,MEX,1989,YR1989,4.99E+11,2.4614725,1.433584274,0.052817191,1.31E+12,1.60E+12,20.00787671
Mexico,MEX,1990,YR1990,6.72E+11,2.812599167,1.00821548,0.085449079,1.57E+12,1.66E+12,26.65167256
Mexico,MEX,1991,YR1991,8.64E+11,3.01843,1.520727224,0.056495495,1.83E+12,1.73E+12,22.66235946
Mexico,MEX,1992,YR1992,1.03E+12,3.094898333,1.209666873,0.178159451,2.22E+12,1.76E+12,15.50789625
Mexico,MEX,1993,YR1993,1.59E+12,3.115616667,0.827862094,-0.020748423,2.19E+12,1.83E+12,9.751460454
Mexico,MEX,1994,YR1994,1.79E+12,3.375116667,1.981961404,0.191106417,2.58E+12,2.01E+12,6.965812372
Mexico,MEX,1995,YR1995,2.35E+12,6.419425,2.505879998,,2.13E+12,2.52E+12,34.99927129
Mexico,MEX,1996,YR1996,3.16E+12,7.599448417,2.125519178,,2.52E+12,2.95E+12,34.37838322
Mexico,MEX,1997,YR1997,3.97E+12,7.91846,2.451009936,,3.11E+12,3.21E+12,20.62562873
Mexico,MEX,1998,YR1998,4.85E+12,9.13604175,2.288368551,,3.56E+12,3.47E+12,15.92839501
Mexico,MEX,1999,YR1999,5.74E+12,9.5603975,2.208484336,,3.98E+12,3.71E+12,16.58561697
Mexico,MEX,2000,YR2000,6.71E+12,9.455558333,2.477192125,,4.82E+12,4.28E+12,9.491561494
Mexico,MEX,2001,YR2001,7.09E+12,9.342341667,3.776078056,0.553216039,4.80E+12,4.36E+12,6.367738062
Mexico,MEX,2002,YR2002,7.44E+12,9.655958333,2.4868575,-0.374567597,4.98E+12,4.48E+12,5.030727332
Mexico,MEX,2003,YR2003,7.87E+12,10.78901917,2.371880321,0.15171109,5.13E+12,4.40E+12,4.546900121
Mexico,MEX,2004,YR2004,8.86E+12,11.28596667,3.068210352,0.556350972,5.49E+12,4.65E+12,4.688408848
Mexico,MEX,2005,YR2005,9.60E+12,10.89789167,2.742201342,0.635899688,5.81E+12,4.95E+12,3.988057146
Mexico,MEX,2006,YR2006,1.07E+13,10.89924167,2.168822832,0.654315001,6.26E+12,5.38E+12,3.629467624
Mexico,MEX,2007,YR2007,1.16E+13,10.92819167,2.813941702,0.755839161,6.62E+12,5.51E+12,3.966849055
Mexico,MEX,2008,YR2008,1.26E+13,11.12971667,2.561520325,0.059234839,6.87E+12,5.40E+12,5.124982746
Mexico,MEX,2009,YR2009,1.22E+13,13.513475,2.083037849,1.236233429,5.74E+12,4.85E+12,5.297355842
Mexico,MEX,2010,YR2010,1.34E+13,12.63600833,2.761405729,1.618872862,6.73E+12,5.97E+12,4.156727227
Mexico,MEX,2011,YR2011,1.48E+13,12.423325,1.944223013,0.941634038,7.15E+12,6.53E+12,3.407378246
Mexico,MEX,2012,YR2012,1.60E+13,13.16945833,1.452588845,1.495868924,7.55E+12,7.05E+12,4.111509811
Mexico,MEX,2013,YR2013,1.63E+13,12.77199167,3.83652713,1.358380901,7.82E+12,7.24E+12,3.806390697
Mexico,MEX,2014,YR2014,1.72E+13,13.29245,2.084141708,0.409978312,8.29E+12,7.78E+12,4.018616081
Mexico,MEX,2015,YR2015,1.82E+13,15.84826667,2.987728589,0.904840485,8.70E+12,8.33E+12,2.72064065
Mexico,MEX,2016,YR2016,1.95E+13,18.66405833,3.497422288,0.707554025,8.92E+12,8.59E+12,2.821707847
Mexico,MEX,2017,YR2017,2.13E+13,18.92651667,2.781041624,0.255698767,9.43E+12,8.86E+12,6.04145724
Mexico,MEX,2018,YR2018,2.29E+13,19.24434167,3.013387108,0.974712289,9.95E+12,9.44E+12,4.899350154
Mexico,MEX,2019,YR2019,2.37E+13,19.26363333,2.296310501,0.466556293,9.85E+12,9.55E+12,3.635961421
Mexico,MEX,2020,YR2020,2.26E+13,21.48560833,2.81198504,0.448976804,8.67E+12,8.88E+12,3.396834156
Mexico,MEX,2021,YR2021,2.51E+13,20.27240833,2.689247498,-0.015685017,1.00E+13,9.51E+12,5.689208477
Mexico,MEX,2022,YR2022,2.81E+13,20.12735,2.670898457,1.184398547,1.08E+13,1.04E+13,7.896276192
Mexico,MEX,2023,YR2023,2.99E+13,17.75871667,1.687984866,0.019788799,1.13E+13,9.59E+12,5.527960873
Bangladesh,BGD,1974,YR1974,99674260500,8.226002241,0.017582473,,2.93E+11,65714497307,
Bangladesh,BGD,1975,YR1975,1.73E+11,12.18618004,0.00793555,,2.61E+11,73714911155,
Bangladesh,BGD,1976,YR1976,1.50E+11,15.3991686,0.053572593,0,3.60E+11,91972520350,
Bangladesh,BGD,1977,YR1977,1.49E+11,15.3751,0.072322993,0,1.99E+11,1.15E+11,
Bangladesh,BGD,1978,YR1978,2.01E+11,15.01611667,0.057974213,0,3.16E+11,1.07E+11,
Bangladesh,BGD,1979,YR1979,2.37E+11,15.551925,-0.051460024,0,3.51E+11,1.24E+11,
Bangladesh,BGD,1980,YR1980,2.74E+11,15.45405833,0.046917945,0,4.68E+11,1.25E+11,
Bangladesh,BGD,1981,YR1981,3.22E+11,17.98669167,0.026469536,0,2.22E+11,85498291635,
Bangladesh,BGD,1982,YR1982,3.62E+11,22.11788333,0.037570041,0,2.43E+11,81688703812,
Bangladesh,BGD,1983,YR1983,4.09E+11,24.615425,0.002294153,0,2.33E+11,89233415253,
Bangladesh,BGD,1984,YR1984,4.63E+11,25.35393339,-0.002924127,0,2.18E+11,88390480604,
Bangladesh,BGD,1985,YR1985,5.66E+11,27.99459167,-0.029894396,0,2.34E+11,95372242983,
Bangladesh,BGD,1986,YR1986,6.39E+11,30.4069,0.011189931,0,2.24E+11,94276130190,
Bangladesh,BGD,1987,YR1987,7.36E+11,30.94983333,0.013190726,0,2.37E+11,96067738457,9.874696091
Bangladesh,BGD,1988,YR1988,8.10E+11,31.7332486,0.006916145,0,2.54E+11,1.06E+11,7.412765957
Bangladesh,BGD,1989,YR1989,9.01E+11,32.27,0.000861339,0,2.93E+11,1.16E+11,6.045479756
Bangladesh,BGD,1990,YR1990,1.01E+12,34.56880833,0.010249846,0.001582362,3.20E+11,1.36E+11,6.12671847
Bangladesh,BGD,1991,YR1991,1.07E+12,36.59618333,0.004491464,0.001292095,2.72E+11,1.32E+11,6.357364123
Bangladesh,BGD,1992,YR1992,1.16E+12,38.95075833,0.011737576,0.000315369,2.48E+11,1.61E+11,3.634076918
Bangladesh,BGD,1993,YR1993,1.21E+12,39.5672575,0.042361655,0.000603018,3.41E+11,1.87E+11,3.0148186
Bangladesh,BGD,1994,YR1994,1.31E+12,40.21173917,0.033012231,0.000592265,3.20E+11,1.94E+11,5.313740079
Bangladesh,BGD,1995,YR1995,1.46E+12,40.27831833,0.004998378,0.004480789,4.75E+11,2.54E+11,10.29781179
Bangladesh,BGD,1996,YR1996,1.81E+12,41.79416833,0.029134955,0.02691733,5.42E+11,2.75E+11,2.37712903
Bangladesh,BGD,1997,YR1997,1.96E+12,43.89211583,0.288896568,0.006354364,5.58E+11,3.14E+11,5.305601057
Bangladesh,BGD,1998,YR1998,2.16E+12,46.90565167,0.380236167,0.006006176,5.83E+11,3.52E+11,8.402237956
Bangladesh,BGD,1999,YR1999,2.35E+12,49.0854,0.350304291,0.000116948,5.97E+11,3.60E+11,6.106695898
Bangladesh,BGD,2000,YR2000,2.57E+12,52.14166667,0.525362089,0.003747439,6.58E+11,4.12E+11,2.208256209
Bangladesh,BGD,2001,YR2001,2.77E+12,55.80666667,0.145443905,0.038154302,7.42E+11,4.74E+11,2.007173742
Bangladesh,BGD,2002,YR2002,2.99E+12,57.888,0.095579368,0.004828746,7.06E+11,4.73E+11,3.332564933
Bangladesh,BGD,2003,YR2003,3.30E+12,58.15004,0.445960783,0.004617465,7.67E+11,4.65E+11,5.668707734
Bangladesh,BGD,2004,YR2004,3.64E+12,59.51265833,0.689472336,0.006249292,1.42E+12,8.63E+11,7.587536385
Bangladesh,BGD,2005,YR2005,4.05E+12,64.327475,1.170651674,0.00279221,1.96E+12,1.23E+12,7.046618162
Bangladesh,BGD,2006,YR2006,4.58E+12,68.93323333,0.6358639,0.00500701,2.31E+12,1.55E+12,6.765261171
Bangladesh,BGD,2007,YR2007,5.23E+12,68.874875,0.817756923,0.168648073,2.68E+12,1.75E+12,9.106984969
Bangladesh,BGD,2008,YR2008,5.99E+12,68.598275,1.449657916,0.208060861,2.63E+12,1.87E+12,8.901944895
Bangladesh,BGD,2009,YR2009,6.75E+12,69.03906667,0.879517143,0.176461528,2.56E+12,1.87E+12,5.423472362
Bangladesh,BGD,2010,YR2010,7.61E+12,69.64929167,1.068967663,0.057637627,2.58E+12,1.89E+12,8.126676392
Bangladesh,BGD,2011,YR2011,8.69E+12,74.1524,0.983399364,0.231273006,3.33E+12,2.45E+12,11.39516516
Bangladesh,BGD,2012,YR2012,9.99E+12,81.86265833,1.188503919,0.216830927,3.68E+12,2.75E+12,6.217504221
Bangladesh,BGD,2013,YR2013,1.14E+13,78.103235,1.735320125,0.364587069,3.73E+12,2.82E+12,7.530406409
Bangladesh,BGD,2014,YR2014,1.28E+13,77.64140833,1.468703051,0.0241603,3.77E+12,2.91E+12,6.991638892
Bangladesh,BGD,2015,YR2015,1.44E+13,77.94690833,1.450782455,0.030695908,3.89E+12,2.83E+12,6.19428023
Bangladesh,BGD,2016,YR2016,1.99E+13,78.46809167,0.87952834,0.015276289,3.61E+12,2.89E+12,5.513525727
Bangladesh,BGD,2017,YR2017,2.22E+13,80.43754167,0.616341785,0.043148885,3.80E+12,2.84E+12,5.702070157
Bangladesh,BGD,2018,YR2018,2.52E+13,83.46620192,0.753549134,0.005977682,4.71E+12,3.01E+12,5.543621395
Bangladesh,BGD,2019,YR2019,2.82E+13,84.4535225,0.543244142,0.006565969,4.73E+12,3.35E+12,5.591996399
Bangladesh,BGD,2020,YR2020,3.06E+13,84.87139167,0.407859895,0.001285526,4.19E+12,2.77E+12,5.691074747
Bangladesh,BGD,2021,YR2021,3.40E+13,85.08376325,0.414118154,0.0199832,4.84E+12,3.02E+12,5.545654308
Bangladesh,BGD,2022,YR2022,3.82E+13,91.74545444,0.355308724,0.006867194,6.34E+12,3.91E+12,7.696954372
Bangladesh,BGD,2023,YR2023,4.34E+13,106.3094843,0.316668222,-0.000471552,5.72E+12,4.22E+12,9.883503038
India,IND,1974,YR1974,7.32E+11,8.101603227,0.05724098,,5.23E+11,5.56E+11,28.59873408
India,IND,1975,YR1975,7.78E+11,8.375891946,-0.010486285,0,5.30E+11,6.47E+11,5.748430298
India,IND,1976,YR1976,8.36E+11,8.960412728,-0.007502625,0,5.40E+11,7.75E+11,-7.633947634
India,IND,1977,YR1977,9.54E+11,8.738576171,-0.029682276,0,6.88E+11,7.48E+11,8.307470092
India,IND,1978,YR1978,1.03E+12,8.192840348,0.013175305,0,6.88E+11,8.06E+11,2.523048757
India,IND,1979,YR1979,1.12E+12,8.125790946,0.031746044,0,8.21E+11,8.96E+11,6.275683368
India,IND,1980,YR1980,1.34E+12,7.862944701,0.042484089,0.002146745,9.39E+11,9.43E+11,11.34607348
India,IND,1981,YR1981,1.57E+12,8.658522817,0.047505995,0.001033638,1.03E+12,9.35E+11,13.1125469
India,IND,1982,YR1982,1.75E+12,9.455131933,0.035911504,0.000498217,1.07E+12,9.91E+11,7.890742794
India,IND,1983,YR1983,2.05E+12,10.09889824,0.002584049,0.002290823,1.30E+12,9.82E+11,11.8680813
India,IND,1984,YR1984,2.30E+12,11.36258333,0.009068728,0.00188539,1.12E+12,1.05E+12,8.318907119
India,IND,1985,YR1985,2.57E+12,12.36875,0.04562784,0.001290258,1.27E+12,9.87E+11,5.556424232
India,IND,1986,YR1986,2.86E+12,12.61083333,0.047283784,-0.000401629,1.49E+12,1.04E+12,8.729720727
India,IND,1987,YR1987,3.25E+12,12.9615,0.076091199,0.001791899,1.46E+12,1.17E+12,8.801125813
India,IND,1988,YR1988,3.87E+12,13.91708333,0.030766412,0.003708828,1.60E+12,1.26E+12,9.383471862
India,IND,1989,YR1989,4.46E+12,16.2255,0.085156821,0.003377898,1.63E+12,1.41E+12,7.074280029
India,IND,1990,YR1990,5.20E+12,17.5035,0.001869281,0.001869281,1.69E+12,1.57E+12,8.971232503
India,IND,1991,YR1991,6.00E+12,22.74243333,0.02722554,-0.004072485,1.69E+12,1.72E+12,13.87024618
India,IND,1992,YR1992,6.88E+12,25.91808333,0.095941949,0.008327317,2.04E+12,1.81E+12,11.78781704
India,IND,1993,YR1993,7.99E+12,30.49329167,0.197056426,0.000125545,2.44E+12,2.05E+12,6.326890488
India,IND,1994,YR1994,9.34E+12,31.3737425,0.297386581,0.025233624,2.99E+12,2.32E+12,10.24793556
India,IND,1995,YR1995,1.09E+13,32.42707667,0.59498633,0.032527051,3.83E+12,3.05E+12,10.22488616
India,IND,1996,YR1996,1.27E+13,35.43317333,0.617479352,0.060912857,3.74E+12,3.24E+12,8.977152338
India,IND,1997,YR1997,1.41E+13,36.31328583,0.86020896,0.027152632,4.23E+12,3.17E+12,7.164252115
India,IND,1998,YR1998,1.63E+13,41.259365,0.625286204,0.011295331,5.11E+12,3.61E+12,13.23083898
India,IND,1999,YR1999,1.82E+13,43.05542833,0.472644191,0.017295949,5.47E+12,4.26E+12,4.66982038
India,IND,2000,YR2000,1.96E+13,44.941605,0.765211694,0.108782632,5.72E+12,5.03E+12,4.00943591
India,IND,2001,YR2001,2.13E+13,47.18641417,1.05638021,0.217149785,5.89E+12,5.25E+12,3.779293122
India,IND,2002,YR2002,2.29E+13,48.61031917,1.011569465,0.244897118,6.59E+12,6.35E+12,4.297152039
India,IND,2003,YR2003,2.57E+13,46.58328417,0.605887857,0.203693409,7.51E+12,6.96E+12,3.805858995
India,IND,2004,YR2004,2.90E+13,45.31646667,0.765596855,0.259050392,9.18E+12,8.85E+12,3.767251735
India,IND,2005,YR2005,3.33E+13,44.099975,0.886098378,0.321892641,1.21E+13,1.12E+13,4.24634362
India,IND,2006,YR2006,3.90E+13,45.30700833,2.130168425,1.492867398,1.47E+13,1.34E+13,5.796523376
